,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
28,29,James Harden,"Oct 28, '09, OKC vs. SAC",20,1,76,1738,233,578,93,248,194,240,47,244,137,80,20,106,200,753,0.403,0.375,0.808,22.9,9.9,3.2,1.8,2010
29,30,Gerald Henderson,"Oct 28, '09, CHA @ BOS",22,1,43,355,37,104,4,19,35,47,15,55,13,10,9,14,25,113,0.356,0.211,0.745,8.3,2.6,1.3,0.3,2010
30,31,Jordan Hill,"Oct 28, '09, NYK @ MIA",22,1,47,624,99,201,0,2,46,68,76,175,20,14,21,30,92,244,0.493,0.0,0.676,13.3,5.2,3.7,0.4,2010
31,32,Jrue Holiday,"Oct 30, '09, PHI vs. MIL",19,1,73,1767,230,520,62,159,65,86,56,191,280,79,18,156,153,587,0.442,0.39,0.756,24.2,8.0,2.6,3.8,2010
32,33,Lester Hudson,"Oct 28, '09, BOS vs. CHA",25,1,25,131,21,53,5,16,11,13,7,18,13,8,3,14,12,58,0.396,0.313,0.846,5.2,2.3,0.7,0.5,2010
33,34,Chris Hunter,"Nov 20, '09, GSW vs. POR",25,1,60,783,109,217,0,4,52,69,56,167,37,13,35,30,132,270,0.502,0.0,0.754,13.1,4.5,2.8,0.6,2010
34,35,Serge Ibaka,"Oct 30, '09, OKC @ DET",20,1,73,1323,201,370,1,2,58,92,138,397,10,25,97,68,194,461,0.543,0.5,0.63,18.1,6.3,5.4,0.1,2010
35,36,Cedric Jackson,"Jan 23, '10, CLE vs. OKC",23,1,12,74,6,20,1,6,7,12,2,8,14,3,2,11,7,20,0.3,0.167,0.583,6.2,1.7,0.7,1.2,2010
36,37,Othyus Jeffers,"Mar 6, '10, UTA vs. LAC",24,1,14,73,12,29,0,0,13,19,8,19,1,4,0,6,10,37,0.414,,0.684,5.2,2.6,1.4,0.1,2010
37,38,Brandon Jennings,"Oct 30, '09, MIL @ PHI",20,1,82,2671,451,1216,145,388,223,273,49,282,470,105,18,200,191,1270,0.371,0.374,0.817,32.6,15.5,3.4,5.7,2010
38,39,Jonas Jerebko,"Oct 31, '09, DET @ MIL",22,1,80,2232,290,603,36,115,125,176,194,478,58,79,29,82,230,741,0.481,0.313,0.71,27.9,9.3,6.0,0.7,2010
39,40,James Johnson,"Oct 30, '09, CHI @ BOS",22,1,65,757,95,210,15,46,51,70,34,128,48,21,43,62,126,256,0.452,0.326,0.729,11.6,3.9,2.0,0.7,2010
40,41,Oliver Lafayette,"Apr 14, '10, BOS vs. MIL",25,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,0.5,0.5,,22.0,7.0,4.0,2.0,2010
41,42,Marcus Landry,"Oct 28, '09, NYK @ MIA",24,1,18,111,16,43,9,28,3,5,5,19,0,1,2,6,14,44,0.372,0.321,0.6,6.2,2.4,1.1,0.0,2010
42,43,Ty Lawson,"Oct 28, '09, DEN vs. UTA",22,1,65,1318,201,390,34,83,106,140,42,124,203,48,2,82,89,542,0.515,0.41,0.757,20.3,8.3,1.9,3.1,2010
43,44,Wesley Matthews,"Oct 28, '09, UTA @ DEN",23,1,82,2025,273,565,63,165,160,193,50,191,124,64,15,93,152,769,0.483,0.382,0.829,24.7,9.4,2.3,1.5,2010
44,45,Eric Maynor,"Oct 28, '09, UTA @ DEN",22,1,81,1269,154,368,22,71,52,72,21,129,266,40,10,85,115,382,0.418,0.31,0.722,15.7,4.7,1.6,3.3,2010
45,46,Jodie Meeks,"Nov 3, '09, MIL @ CHI",22,1,60,719,104,268,42,132,31,39,9,99,39,18,5,25,52,281,0.388,0.318,0.795,12.0,4.7,1.7,0.7,2010
46,47,Patty Mills,"Jan 4, '10, POR @ LAC",21,1,10,38,10,24,2,4,4,7,1,2,5,0,0,4,6,26,0.417,0.5,0.571,3.8,2.6,0.2,0.5,2010
47,48,Byron Mullens,"Dec 28, '09, OKC @ NJN",20,1,13,54,7,19,0,0,0,0,3,10,1,2,0,4,13,14,0.368,,,4.2,1.1,0.8,0.1,2010
48,49,A.J. Price,"Oct 30, '09, IND vs. MIA",23,1,56,865,145,354,60,174,60,75,12,88,106,35,3,59,53,410,0.41,0.345,0.8,15.4,7.3,1.6,1.9,2010
49,50,DaJuan Summers,"Nov 4, '09, DET @ TOR",22,1,44,405,46,130,15,42,27,38,14,45,16,8,7,16,52,134,0.354,0.357,0.711,9.2,3.0,1.0,0.4,2010
50,51,Jermaine Taylor,"Nov 2, '09, HOU @ UTA",23,1,31,303,45,119,5,22,33,46,21,46,16,10,3,19,15,128,0.378,0.227,0.717,9.8,4.1,1.5,0.5,2010
51,52,Jeff Teague,"Oct 28, '09, ATL vs. IND",21,1,71,719,90,227,7,32,41,49,5,67,122,34,11,50,82,228,0.396,0.219,0.837,10.1,3.2,0.9,1.7,2010
52,53,Garrett Temple,"Feb 9, '10, HOU @ MIA",23,1,27,334,44,101,13,37,35,50,6,31,21,13,6,27,42,136,0.436,0.351,0.7,12.4,5.0,1.1,0.8,2010
53,54,Hasheem Thabeet,"Oct 28, '09, MEM vs. DET",22,1,68,883,77,131,0,0,54,93,85,243,11,15,89,43,162,208,0.588,,0.581,13.0,3.1,3.6,0.2,2010
54,55,Marcus Thornton,"Nov 6, '09, NOH vs. TOR",22,1,73,1872,398,883,117,313,144,177,72,211,114,58,11,76,127,1057,0.451,0.374,0.814,25.6,14.5,2.9,1.6,2010
55,56,Reggie Williams,"Mar 2, '10, GSW @ MIA",23,1,24,782,140,283,33,92,52,62,18,110,66,23,6,29,49,365,0.495,0.359,0.839,32.6,15.2,4.6,2.8,2010
56,57,Terrence Williams,"Oct 28, '09, NJN @ MIN",22,1,78,1764,261,651,31,100,103,144,46,348,223,43,10,124,126,656,0.401,0.31,0.715,22.6,8.4,4.5,2.9,2010
57,58,Sam Young,"Oct 28, '09, MEM vs. DET",24,1,80,1321,224,497,11,56,136,175,77,201,52,34,20,94,106,595,0.451,0.196,0.777,16.5,7.4,2.5,0.7,2010
0,1,Jeff Adrien,"Oct 27, '10, GSW vs. HOU",24,1,23,196,23,54,0,0,11,19,23,58,10,4,5,9,28,57,0.426,,0.579,8.5,2.5,2.5,0.4,2011
1,2,Solomon Alabi,"Nov 13, '10, TOR @ MIA",22,1,12,59,3,15,0,0,0,2,7,14,2,2,2,3,5,6,0.2,,0.0,4.9,0.5,1.2,0.2,2011
2,3,Cole Aldrich,"Oct 31, '10, OKC vs. UTA",22,1,18,142,8,15,0,0,2,4,13,35,4,5,7,8,30,18,0.533,,0.5,7.9,1.0,1.9,0.2,2011
3,4,Al-Farouq Aminu,"Oct 27, '10, LAC vs. POR",20,1,81,1452,160,406,45,143,92,119,75,267,60,59,25,103,121,457,0.394,0.315,0.773,17.9,5.6,3.3,0.7,2011
4,5,James Anderson,"Oct 27, '10, SAS vs. IND",21,1,26,286,31,81,18,46,14,18,2,23,18,3,6,13,24,94,0.383,0.391,0.778,11.0,3.6,0.9,0.7,2011
5,6,Ömer Aşık,"Oct 27, '10, CHI @ OKC",24,1,82,989,78,141,0,0,73,145,112,306,32,20,56,64,153,229,0.553,,0.503,12.1,2.8,3.7,0.4,2011
6,7,Luke Babbitt,"Nov 1, '10, POR @ CHI",21,1,24,137,15,55,3,16,3,9,6,30,6,2,2,8,15,36,0.273,0.188,0.333,5.7,1.5,1.3,0.3,2011
7,8,Eric Bledsoe,"Oct 27, '10, LAC vs. POR",21,1,81,1841,206,486,32,116,99,133,68,223,289,92,26,194,130,543,0.424,0.276,0.744,22.7,6.7,2.8,3.6,2011
8,9,Trevor Booker,"Oct 28, '10, WAS @ ORL",23,1,65,1063,139,253,0,1,68,101,98,251,35,29,42,38,115,346,0.549,0.0,0.673,16.4,5.3,3.9,0.5,2011
9,10,Craig Brackins,"Nov 24, '10, PHI @ TOR",23,1,3,33,4,16,0,5,0,0,2,4,1,1,0,0,3,8,0.25,0.0,,11.0,2.7,1.3,0.3,2011
10,11,Avery Bradley,"Nov 22, '10, BOS @ ATL",20,1,31,162,23,67,0,5,6,12,4,17,12,9,0,16,20,52,0.343,0.0,0.5,5.2,1.7,0.5,0.4,2011
11,12,Derrick Caracter,"Oct 26, '10, LAL vs. HOU",22,1,41,215,32,66,0,0,17,23,19,43,7,4,10,19,47,81,0.485,,0.739,5.2,2.0,1.0,0.2,2011
12,13,Sherron Collins,"Nov 3, '10, CHA @ NJN",23,1,20,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17,0.28,0.2,1.0,3.3,0.9,0.3,0.4,2011
13,14,Marcus Cousin,"Mar 9, '11, UTA @ TOR",24,1,4,18,2,3,0,0,0,0,0,3,0,0,1,1,1,4,0.667,,,4.5,1.0,0.8,0.0,2011
14,15,DeMarcus Cousins,"Oct 27, '10, SAC @ MIN",20,1,81,2309,432,1004,3,18,276,402,217,699,204,85,68,268,332,1143,0.43,0.167,0.687,28.5,14.1,8.6,2.5,2011
15,16,Jordan Crawford,"Oct 27, '10, ATL @ MEM",22,1,42,1027,192,500,33,128,73,84,31,105,117,39,3,83,63,490,0.384,0.258,0.869,24.5,11.7,2.5,2.8,2011
16,17,Ed Davis,"Dec 1, '10, TOR vs. WAS",21,1,65,1602,215,373,0,0,71,128,168,462,40,39,67,48,183,501,0.576,,0.555,24.6,7.7,7.1,0.6,2011
17,18,Zabian Dowdell,"Jan 11, '11, PHO @ DEN",26,1,24,292,51,125,3,10,16,17,5,20,51,20,2,29,30,121,0.408,0.3,0.941,12.2,5.0,0.8,2.1,2011
18,19,Devin Ebanks,"Oct 31, '10, LAL vs. GSW",21,1,20,118,21,51,2,5,18,23,15,27,2,4,5,6,7,62,0.412,0.4,0.783,5.9,3.1,1.4,0.1,2011
19,20,Semih Erden,"Nov 2, '10, BOS @ DET",24,1,41,595,62,111,0,0,39,60,37,118,20,15,24,34,104,163,0.559,,0.65,14.5,4.0,2.9,0.5,2011
20,21,Jeremy Evans,"Oct 27, '10, UTA @ DEN",23,1,49,463,76,115,0,1,26,37,36,97,24,17,17,19,50,178,0.661,0.0,0.703,9.4,3.6,2.0,0.5,2011
21,22,Patrick Ewing,"Mar 30, '11, NOH vs. POR",26,1,7,19,0,5,0,2,3,4,1,2,2,0,1,1,1,3,0.0,0.0,0.75,2.7,0.4,0.3,0.3,2011
22,23,Christian Eyenga,"Jan 2, '11, CLE vs. DAL",21,1,44,947,130,306,25,91,18,28,27,123,35,34,28,47,78,303,0.425,0.275,0.643,21.5,6.9,2.8,0.8,2011
23,24,Derrick Favors,"Oct 27, '10, NJN vs. DET",19,1,78,1535,215,416,0,0,103,173,171,412,39,29,68,77,246,533,0.517,,0.595,19.7,6.8,5.3,0.5,2011
24,25,Landry Fields,"Oct 27, '10, NYK @ TOR",22,1,82,2541,299,602,86,219,113,147,105,521,155,80,17,107,114,797,0.497,0.393,0.769,31.0,9.7,6.4,1.9,2011
25,26,Gary Forbes,"Oct 27, '10, DEN vs. UTA",25,1,63,791,124,273,19,58,59,87,28,116,49,23,6,46,77,326,0.454,0.328,0.678,12.6,5.2,1.8,0.8,2011
26,27,Paul George,"Oct 27, '10, IND @ SAS",20,1,61,1265,179,395,41,138,77,101,37,224,65,62,26,70,127,476,0.453,0.297,0.762,20.7,7.8,3.7,1.1,2011
27,28,Blake Griffin,"Oct 27, '10, LAC vs. POR",21,1,82,3112,696,1376,7,24,446,695,270,989,312,63,45,223,252,1845,0.506,0.292,0.642,38.0,22.5,12.1,3.8,2011
28,29,Luke Harangody,"Nov 2, '10, BOS @ DET",23,1,49,640,79,206,16,66,19,26,40,143,30,15,17,16,80,193,0.383,0.242,0.731,13.1,3.9,2.9,0.6,2011
29,30,Manny Harris,"Oct 29, '10, CLE @ TOR",21,1,54,933,108,289,34,92,71,93,36,140,85,31,7,63,65,321,0.374,0.37,0.763,17.3,5.9,2.6,1.6,2011
30,31,Gordon Hayward,"Oct 27, '10, UTA @ DEN",20,1,72,1218,142,293,35,74,69,97,41,139,81,30,19,70,106,388,0.485,0.473,0.711,16.9,5.4,1.9,1.1,2011
31,32,Lazar Hayward,"Oct 29, '10, MIN vs. MIL",24,1,42,419,55,154,17,60,33,42,23,70,28,12,7,19,44,160,0.357,0.283,0.786,10.0,3.8,1.7,0.7,2011
32,33,Xavier Henry,"Oct 27, '10, MEM vs. ATL",19,1,38,527,65,160,2,17,33,52,9,37,18,11,3,13,48,165,0.406,0.118,0.635,13.9,4.3,1.0,0.5,2011
33,34,Damion James,"Oct 27, '10, NJN vs. DET",23,1,25,403,46,103,0,3,18,28,17,85,20,16,12,25,36,110,0.447,0.0,0.643,16.1,4.4,3.4,0.8,2011
34,35,Eugene Jeter,"Oct 27, '10, SAC @ MIN",27,1,62,858,106,259,6,30,37,41,9,70,162,29,2,51,54,255,0.409,0.2,0.902,13.8,4.1,1.1,2.6,2011
35,36,Armon Johnson,"Oct 26, '10, POR vs. PHO",21,1,38,277,46,101,5,12,13,22,11,36,45,5,1,38,31,110,0.455,0.417,0.591,7.3,2.9,0.9,1.2,2011
36,37,Chris Johnson,"Feb 1, '11, POR vs. SAS",25,1,14,138,9,21,0,0,15,20,12,32,3,3,9,10,21,33,0.429,,0.75,9.9,2.4,2.3,0.2,2011
37,38,Wesley Johnson,"Oct 27, '10, MIN vs. SAC",23,1,79,2069,271,682,103,289,64,92,51,240,148,58,54,95,163,709,0.397,0.356,0.696,26.2,9.0,3.0,1.9,2011
38,39,Dominique Jones,"Oct 27, '10, DAL vs. CHA",22,1,18,135,14,45,0,4,14,17,6,25,19,5,3,10,7,42,0.311,0.0,0.824,7.5,2.3,1.4,1.1,2011
39,40,Gani Lawal,"Dec 31, '10, PHO vs. DET",22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2.0,0.0,0.0,0.0,2011
40,41,Jeremy Lin,"Oct 29, '10, GSW vs. LAC",22,1,29,285,28,72,1,5,19,25,12,34,42,33,9,18,31,76,0.389,0.2,0.76,9.8,2.6,1.2,1.4,2011
41,42,Greg Monroe,"Oct 30, '10, DET @ CHI",20,1,80,2222,303,550,0,1,145,233,248,601,105,93,45,81,196,751,0.551,0.0,0.622,27.8,9.4,7.5,1.3,2011
42,43,Timofey Mozgov,"Oct 27, '10, NYK @ TOR",24,1,45,524,63,133,0,0,37,52,46,121,15,15,25,35,84,163,0.474,,0.712,11.6,3.6,2.7,0.3,2011
43,44,Hamady N'Diaye,"Oct 28, '10, WAS @ ORL",24,1,16,80,4,5,0,0,6,12,2,7,0,2,5,3,18,14,0.8,,0.5,5.0,0.9,0.4,0.0,2011
44,45,Gary Neal,"Oct 27, '10, SAS vs. IND",26,1,80,1685,285,632,129,308,84,104,21,196,96,27,4,78,148,783,0.451,0.419,0.808,21.1,9.8,2.5,1.2,2011
45,46,Larry Owens,"Jan 16, '11, SAS vs. DEN",28,1,12,143,15,32,6,13,4,9,1,15,8,9,5,5,18,40,0.469,0.462,0.444,11.9,3.3,1.3,0.7,2011
46,47,Patrick Patterson,"Dec 15, '10, HOU @ OKC",21,1,52,868,149,267,0,2,30,42,86,200,41,17,37,31,77,328,0.558,0.0,0.714,16.7,6.3,3.8,0.8,2011
47,48,Nikola Peković,"Oct 27, '10, MIN vs. SAC",25,1,65,887,136,263,0,0,87,114,90,193,27,18,35,91,181,359,0.517,,0.763,13.6,5.5,3.0,0.4,2011
48,49,Dexter Pittman,"Apr 1, '11, MIA @ MIN",22,1,2,11,1,3,0,0,0,0,1,3,0,0,0,2,2,2,0.333,,,5.5,1.0,1.5,0.0,2011
49,50,Quincy Pondexter,"Nov 6, '10, NOH @ MIL",22,1,66,734,73,180,18,50,24,34,23,88,28,17,10,16,63,188,0.406,0.36,0.706,11.1,2.8,1.3,0.4,2011
50,51,Andy Rautins,"Nov 9, '10, NYK @ MIL",24,1,5,24,3,7,1,4,1,2,0,1,3,1,0,7,0,8,0.429,0.25,0.5,4.8,1.6,0.2,0.6,2011
51,52,Samardo Samuels,"Oct 29, '10, CLE @ TOR",22,1,37,701,110,241,0,3,68,110,75,158,17,15,18,53,88,288,0.456,0.0,0.618,18.9,7.8,4.3,0.5,2011
52,53,Larry Sanders,"Oct 27, '10, MIL @ NOH",22,1,60,872,116,268,0,0,28,50,59,178,16,22,72,38,117,260,0.433,,0.56,14.5,4.3,3.0,0.3,2011
53,54,Kevin Séraphin,"Nov 16, '10, WAS vs. TOR",21,1,58,635,66,147,0,0,22,31,80,152,10,17,28,42,126,154,0.449,,0.71,10.9,2.7,2.6,0.2,2011
54,55,Mustafa Shakur,"Jan 22, '11, WAS vs. BOS",26,1,22,159,21,59,1,10,8,15,7,22,25,5,3,18,15,51,0.356,0.1,0.533,7.2,2.3,1.0,1.1,2011
55,56,Garret Siler,"Nov 3, '10, PHO vs. SAS",24,1,21,101,17,31,0,0,11,22,16,28,3,1,4,10,20,45,0.548,,0.5,4.8,2.1,1.3,0.1,2011
56,57,Ish Smith,"Oct 26, '10, HOU @ LAL",22,1,43,442,43,115,3,10,12,21,7,47,79,18,2,34,37,101,0.374,0.3,0.571,10.3,2.3,1.1,1.8,2011
57,58,Tiago Splitter,"Nov 1, '10, SAS @ LAC",26,1,60,738,101,191,0,1,76,140,72,201,26,29,17,32,91,278,0.529,0.0,0.543,12.3,4.6,3.4,0.4,2011
58,59,Lance Stephenson,"Feb 27, '11, IND vs. PHO",20,1,12,115,13,39,0,5,11,14,1,18,21,4,0,16,14,37,0.333,0.0,0.786,9.6,3.1,1.5,1.8,2011
59,60,Pape Sy,"Apr 8, '11, ATL @ IND",22,1,3,21,2,6,0,1,3,3,2,3,2,1,0,3,1,7,0.333,0.0,1.0,7.0,2.3,1.0,0.7,2011
60,61,Evan Turner,"Oct 27, '10, PHI vs. MIA",22,1,78,1797,225,529,14,44,101,125,42,306,159,49,14,80,138,565,0.425,0.318,0.808,23.0,7.2,3.9,2.0,2011
61,62,Ekpe Udoh,"Dec 10, '10, GSW vs. MIA",23,1,58,1030,97,222,0,0,42,64,80,181,40,22,86,48,144,236,0.437,,0.656,17.8,4.1,3.1,0.7,2011
62,63,Ben Uzoh,"Nov 15, '10, NJN @ LAC",22,1,42,438,61,144,3,8,33,56,30,61,69,13,8,25,29,158,0.424,0.375,0.589,10.4,3.8,1.5,1.6,2011
63,64,Greivis Vásquez,"Oct 30, '10, MEM vs. MIN",24,1,70,860,95,233,25,86,34,44,12,73,151,22,4,70,83,249,0.408,0.291,0.773,12.3,3.6,1.0,2.2,2011
64,65,John Wall,"Oct 28, '10, WAS @ ORL",20,1,69,2606,398,972,34,115,301,393,35,317,574,121,35,261,175,1131,0.409,0.296,0.766,37.8,16.4,4.6,8.3,2011
65,66,Willie Warren,"Nov 1, '10, LAC vs. SAS",21,1,19,134,13,35,5,15,6,8,1,12,27,6,0,8,16,37,0.371,0.333,0.75,7.1,1.9,0.6,1.4,2011
66,67,Hassan Whiteside,"Oct 27, '10, SAC @ MIN",21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,2.0,0.0,0.0,0.0,2011
0,1,Lavoy Allen,"Jan 7, '12, PHI vs. TOR",22,1,41,624,79,167,0,0,11,14,47,171,34,13,18,20,73,169,0.473,,0.786,15.2,4.1,4.2,0.8,2012
1,2,Gustavo Ayón,"Jan 1, '12, NOH @ SAC",26,1,54,1088,140,261,0,1,39,63,86,265,74,53,46,46,118,319,0.536,0.0,0.619,20.1,5.9,4.9,1.4,2012
2,3,Keith Benson,"Mar 24, '12, GSW vs. SAC",23,1,3,9,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0.0,,,3.0,0.0,1.0,0.0,2012
3,4,Bismack Biyombo,"Dec 26, '11, CHA vs. MIL",19,1,63,1455,129,278,0,0,69,143,113,368,27,20,115,71,145,327,0.464,,0.483,23.1,5.2,5.8,0.4,2012
4,5,MarShon Brooks,"Dec 26, '11, NJN @ WAS",23,1,56,1648,274,640,47,150,113,148,70,200,131,52,15,118,116,708,0.428,0.313,0.764,29.4,12.6,3.6,2.3,2012
5,6,Alec Burks,"Dec 27, '11, UTA @ LAL",20,1,59,939,153,357,15,45,104,143,57,132,55,27,5,51,84,425,0.429,0.333,0.727,15.9,7.2,2.2,0.9,2012
6,7,Jimmy Butler,"Jan 1, '12, CHI vs. MEM",22,1,42,359,32,79,2,11,43,56,23,56,14,11,5,14,20,109,0.405,0.182,0.768,8.5,2.6,1.3,0.3,2012
7,8,Derrick Byars,"Apr 25, '12, SAS @ PHO",27,1,2,37,3,11,0,6,4,4,6,11,1,2,0,0,2,10,0.273,0.0,1.0,18.5,5.0,5.5,0.5,2012
8,9,Norris Cole,"Dec 25, '11, MIA @ DAL",23,1,65,1260,177,450,21,76,66,85,21,91,133,44,2,105,124,441,0.393,0.276,0.776,19.4,6.8,1.4,2.0,2012
9,10,Eric Dawson,"Feb 21, '12, SAS @ POR",27,1,4,39,7,12,0,0,1,2,5,10,0,1,2,3,6,15,0.583,,0.5,9.8,3.8,2.5,0.0,2012
10,11,Justin Dentmon,"Mar 24, '12, SAS @ NOH",26,1,6,91,10,28,2,14,4,6,0,8,10,2,0,7,10,26,0.357,0.143,0.667,15.2,4.3,1.3,1.7,2012
11,12,Jerome Dyson,"Apr 11, '12, NOH vs. SAC",24,1,9,180,19,48,1,8,28,36,2,19,18,11,2,20,19,67,0.396,0.125,0.778,20.0,7.4,2.1,2.0,2012
12,13,Kenneth Faried,"Dec 28, '11, DEN vs. UTA",22,1,46,1037,181,309,0,0,109,164,142,352,36,34,47,54,116,471,0.586,,0.665,22.5,10.2,7.7,0.8,2012
13,14,Jeff Foote,"Mar 9, '12, NOH @ DEN",24,1,4,39,2,6,0,0,0,0,1,6,0,0,1,2,5,4,0.333,,,9.8,1.0,1.5,0.0,2012
14,15,Courtney Fortson,"Jan 16, '12, LAC vs. NJN",23,1,10,95,11,32,3,13,10,15,6,15,10,3,0,10,5,35,0.344,0.231,0.667,9.5,3.5,1.5,1.0,2012
15,16,Jimmer Fredette,"Dec 26, '11, SAC vs. LAL",22,1,61,1135,172,446,78,216,40,48,17,73,108,30,3,67,73,462,0.386,0.361,0.833,18.6,7.6,1.2,1.8,2012
16,17,Enes Freedom,"Dec 27, '11, UTA @ LAL",19,1,66,874,117,236,0,1,70,105,107,278,8,18,23,54,87,304,0.496,0.0,0.667,13.2,4.6,4.2,0.1,2012
17,18,Mickell Gladness,"Dec 25, '11, MIA @ DAL",25,1,26,252,25,59,0,0,6,12,14,58,5,4,20,7,32,56,0.424,,0.5,9.7,2.2,2.2,0.2,2012
18,19,Andrew Goudelock,"Dec 25, '11, LAL vs. CHI",23,1,40,419,68,174,28,75,11,12,5,31,20,4,0,21,32,175,0.391,0.373,0.917,10.5,4.4,0.8,0.5,2012
19,20,Jordan Hamilton,"Jan 25, '12, DEN @ SAC",21,1,26,258,48,111,17,47,2,5,11,62,20,4,3,16,15,115,0.432,0.362,0.4,9.9,4.4,2.4,0.8,2012
20,21,Justin Harper,"Dec 26, '11, ORL vs. HOU",22,1,14,84,9,31,2,13,0,1,3,12,2,2,3,6,5,20,0.29,0.154,0.0,6.0,1.4,0.9,0.1,2012
21,22,Josh Harrellson,"Dec 25, '11, NYK vs. BOS",22,1,37,540,63,149,20,59,16,26,47,144,11,23,20,20,48,162,0.423,0.339,0.615,14.6,4.4,3.9,0.3,2012
22,23,Terrel Harris,"Dec 25, '11, MIA @ DAL",24,1,22,318,29,83,8,39,14,21,18,51,26,9,2,25,34,80,0.349,0.205,0.667,14.5,3.6,2.3,1.2,2012
23,24,Tobias Harris,"Jan 7, '12, MIL @ LAC",19,1,42,479,79,169,6,23,44,54,30,101,22,13,7,31,45,208,0.467,0.261,0.815,11.4,5.0,2.4,0.5,2012
24,25,Cory Higgins,"Jan 1, '12, CHA @ MIA",22,1,38,423,52,160,4,20,42,60,7,35,36,5,6,39,40,150,0.325,0.2,0.7,11.1,3.9,0.9,0.9,2012
25,26,Darington Hobson,"Jan 7, '12, MIL @ LAC",24,1,5,39,2,13,0,6,0,0,0,3,6,0,0,2,1,4,0.154,0.0,,7.8,0.8,0.6,1.2,2012
26,27,Tyler Honeycutt,"Dec 31, '11, SAC vs. NYK",21,1,15,88,8,24,1,3,3,5,3,14,7,4,3,2,3,20,0.333,0.333,0.6,5.9,1.3,0.9,0.5,2012
27,28,Dennis Horner,"Dec 27, '11, NJN vs. ATL",23,1,8,22,1,4,0,1,3,4,2,5,0,0,0,1,1,5,0.25,0.0,0.75,2.8,0.6,0.6,0.0,2012
28,29,Kyrie Irving,"Dec 26, '11, CLE vs. TOR",19,1,51,1558,350,747,73,183,171,196,44,191,275,54,20,160,110,944,0.469,0.399,0.872,30.5,18.5,3.7,5.4,2012
29,30,Reggie Jackson,"Dec 31, '11, OKC vs. PHO",21,1,45,501,51,159,13,62,25,29,14,53,71,25,1,36,31,140,0.321,0.21,0.862,11.1,3.1,1.2,1.6,2012
30,31,Charles Jenkins,"Dec 25, '11, GSW vs. LAC",22,1,51,893,130,291,3,20,34,39,8,68,170,33,6,60,85,297,0.447,0.15,0.872,17.5,5.8,1.3,3.3,2012
31,32,Carldell Johnson,"Dec 26, '11, NOH @ PHO",29,1,15,119,11,35,4,15,1,3,1,9,22,8,0,7,11,27,0.314,0.267,0.333,7.9,1.8,0.6,1.5,2012
32,33,Ivan Johnson,"Dec 27, '11, ATL @ NJN",27,1,56,934,141,275,2,6,72,100,65,226,32,43,18,69,116,356,0.513,0.333,0.72,16.7,6.4,4.0,0.6,2012
33,34,JaJuan Johnson,"Dec 28, '11, BOS @ NOH",22,1,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,0.446,,0.667,8.3,3.2,1.6,0.2,2012
34,35,Jerome Jordan,"Dec 28, '11, NYK @ GSW",25,1,21,108,17,33,0,0,8,10,14,27,4,1,6,2,15,42,0.515,,0.8,5.1,2.0,1.3,0.2,2012
35,36,Cory Joseph,"Dec 26, '11, SAS vs. MEM",20,1,29,266,22,70,3,15,11,17,5,25,34,7,3,12,16,58,0.314,0.2,0.647,9.2,2.0,0.9,1.2,2012
36,37,D.J. Kennedy,"Apr 25, '12, CLE vs. WAS",22,1,2,59,5,12,2,4,0,2,1,7,3,2,0,3,7,12,0.417,0.5,0.0,29.5,6.0,3.5,1.5,2012
37,38,Brandon Knight,"Dec 26, '11, DET @ IND",20,1,66,2129,319,769,105,276,104,137,33,211,251,49,10,171,154,847,0.415,0.38,0.759,32.3,12.8,3.2,3.8,2012
38,39,Malcolm Lee,"Mar 10, '12, MIN vs. NOH",21,1,19,243,23,59,2,10,14,17,9,26,31,8,4,17,22,62,0.39,0.2,0.824,12.8,3.3,1.4,1.6,2012
39,40,Kawhi Leonard,"Dec 26, '11, SAS vs. MEM",20,1,64,1534,199,404,41,109,68,88,104,327,70,85,24,44,88,507,0.493,0.376,0.773,24.0,7.9,5.1,1.1,2012
40,41,Travis Leslie,"Dec 28, '11, LAC @ SAS",21,1,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,0.357,,0.444,4.5,1.4,0.9,0.5,2012
41,42,Jon Leuer,"Dec 26, '11, MIL @ CHA",22,1,46,555,97,191,3,9,21,28,45,120,25,14,17,18,67,218,0.508,0.333,0.75,12.1,4.7,2.6,0.5,2012
42,43,DeAndre Liggins,"Feb 20, '12, ORL @ MIL",23,1,17,115,12,25,0,4,9,19,6,15,5,6,0,10,6,33,0.48,0.0,0.474,6.8,1.9,0.9,0.3,2012
43,44,Shelvin Mack,"Dec 26, '11, WAS vs. NJN",21,1,64,779,88,220,12,42,42,59,12,92,131,28,2,48,50,230,0.4,0.286,0.712,12.2,3.6,1.4,2.0,2012
