Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year,BR ID
Eddie Basden,"Nov 7, '05, CHI vs. SAS",22,1,19,141,15,37,1,7,8,10,7,28,8,9,2,9,17,39,0.405,0.143,0.8,7.4,2.1,1.5,0.4,2006,basdeed01
Brandon Bass,"Nov 1, '05, NOK vs. SAC",20,1,29,268,28,70,0,0,12,19,18,68,3,3,7,11,18,68,0.4,,0.632,9.2,2.3,2.3,0.1,2006,bassbr01
Esteban Batista,"Nov 2, '05, ATL @ GSW",22,1,57,495,34,80,0,1,33,53,61,144,7,15,11,38,111,101,0.425,0.0,0.623,8.7,1.8,2.5,0.1,2006,batises01
Andray Blatche,"Nov 11, '05, WAS vs. SEA",19,1,29,175,26,67,3,13,10,12,12,38,10,5,7,12,36,65,0.388,0.231,0.833,6.0,2.2,1.3,0.3,2006,blatcan01
Andrew Bogut,"Nov 1, '05, MIL @ PHI",21,1,82,2348,323,606,0,3,122,194,189,573,192,49,68,125,259,768,0.533,0.0,0.629,28.6,9.4,7.0,2.3,2006,bogutan01
Kevin Burleson,"Nov 11, '05, CHA vs. DAL",26,1,39,340,22,88,10,54,16,17,4,26,48,26,2,25,63,70,0.25,0.185,0.941,8.7,1.8,0.7,1.2,2006,burleke01
Andrew Bynum,"Nov 2, '05, LAL @ DEN",18,1,46,338,33,82,0,0,8,27,34,80,9,4,22,17,56,74,0.402,,0.296,7.3,1.6,1.7,0.2,2006,bynuman01
Will Bynum,"Mar 19, '06, GSW vs. PHI",23,1,15,162,21,52,2,9,10,16,3,12,19,7,0,14,10,54,0.404,0.222,0.625,10.8,3.6,0.8,1.3,2006,bynumwi01
José Calderón,"Nov 2, '05, TOR vs. WAS",24,1,64,1487,132,312,7,43,78,92,30,141,288,42,4,101,93,349,0.423,0.163,0.848,23.2,5.5,2.2,4.5,2006,caldejo01
Travis Diener,"Dec 2, '05, ORL @ MEM",23,1,23,246,29,69,25,57,5,6,4,21,16,7,0,10,22,88,0.42,0.439,0.833,10.7,3.8,0.9,0.7,2006,dienetr01
Ike Diogu,"Nov 23, '05, GSW vs. SAS",22,1,69,1031,175,334,0,0,136,168,95,229,29,15,30,78,164,486,0.524,,0.81,14.9,7.0,3.3,0.4,2006,dioguik01
Monta Ellis,"Nov 12, '05, GSW @ PHO",20,1,49,886,132,318,28,82,42,59,22,105,78,32,11,58,69,334,0.415,0.341,0.712,18.1,6.8,2.1,1.6,2006,ellismo01
Daniel Ewing,"Nov 2, '05, LAC @ SEA",22,1,66,971,97,255,22,78,36,46,23,85,84,37,6,57,86,252,0.38,0.282,0.783,14.7,3.8,1.3,1.3,2006,ewingda01
Noel Felix,"Mar 5, '06, SEA vs. UTA",24,1,12,82,6,25,1,3,5,8,3,13,2,2,3,8,13,18,0.24,0.333,0.625,6.8,1.5,1.1,0.2,2006,felixno01
Raymond Felton,"Nov 2, '05, CHA @ CHI",21,1,80,2406,345,883,97,271,161,222,77,265,446,102,8,182,181,948,0.391,0.358,0.725,30.1,11.9,3.3,5.6,2006,feltora01
Gerald Fitch,"Nov 23, '05, MIA vs. POR",23,1,18,239,30,89,7,26,17,23,7,30,33,7,5,15,28,84,0.337,0.269,0.739,13.3,4.7,1.7,1.8,2006,fitchge01
Sharrod Ford,"Nov 30, '05, PHO vs. IND",24,1,3,13,2,3,0,0,0,0,1,3,0,0,1,2,7,4,0.667,,,4.3,1.3,1.0,0.0,2006,fordsh02
Channing Frye,"Nov 4, '05, NYK vs. WAS",22,1,65,1572,305,640,3,9,189,229,138,374,53,30,47,97,200,802,0.477,0.333,0.825,24.2,12.3,5.8,0.8,2006,fryech01
Deng Gai,"Nov 2, '05, PHI @ DET",23,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.5,0.0,0.0,0.0,2006,gaide01
Francisco García,"Nov 1, '05, SAC @ NOK",24,1,67,1301,130,325,39,137,78,101,39,185,94,41,47,75,135,377,0.4,0.285,0.772,19.4,5.6,2.8,1.4,2006,garcifr01
Ryan Gomes,"Nov 2, '05, BOS vs. NYK",23,1,61,1376,173,355,3,9,112,149,102,298,58,35,5,55,83,461,0.487,0.333,0.752,22.6,7.6,4.9,1.0,2006,gomesry01
Joey Graham,"Nov 2, '05, TOR vs. WAS",23,1,80,1581,198,414,29,87,108,133,57,244,60,37,13,92,228,533,0.478,0.333,0.812,19.8,6.7,3.1,0.8,2006,grahajo01
Stephen Graham,"Dec 11, '05, HOU @ POR",23,1,22,175,21,54,2,10,14,15,5,27,7,5,2,13,31,58,0.389,0.2,0.933,8.0,2.6,1.2,0.3,2006,grahast01
Danny Granger,"Nov 2, '05, IND @ ORL",22,1,78,1765,221,478,30,93,115,148,131,384,90,58,62,80,211,587,0.462,0.323,0.777,22.6,7.5,4.9,1.2,2006,grangda01
Devin Green,"Nov 3, '05, LAL vs. PHO",23,1,27,135,6,28,0,2,13,21,10,24,7,3,0,5,13,25,0.214,0.0,0.619,5.0,0.9,0.9,0.3,2006,greende01
Gerald Green,"Feb 3, '06, BOS vs. LAC",20,1,32,374,66,138,6,20,29,37,10,41,18,13,4,22,41,167,0.478,0.3,0.784,11.7,5.2,1.3,0.6,2006,greenge01
Orien Greene,"Nov 2, '05, BOS vs. NYK",23,1,80,1235,100,253,9,40,45,68,37,145,129,77,10,109,181,254,0.395,0.225,0.662,15.4,3.2,1.8,1.6,2006,greenor01
Anthony Grundy,"Mar 29, '06, ATL vs. IND",26,1,12,108,19,38,5,15,9,14,1,17,9,7,0,9,14,52,0.5,0.333,0.643,9.0,4.3,1.4,0.8,2006,grundan01
Chuck Hayes,"Jan 18, '06, HOU vs. DAL",22,1,40,535,59,105,0,1,29,45,67,179,14,26,14,12,76,147,0.562,0.0,0.644,13.4,3.7,4.5,0.4,2006,hayesch01
Luther Head,"Nov 5, '05, HOU vs. NOK",23,1,80,2310,254,630,113,313,86,123,33,266,215,89,9,119,169,707,0.403,0.361,0.699,28.9,8.8,3.3,2.7,2006,headlu01
Julius Hodge,"Nov 13, '05, DEN vs. MIN",22,1,14,33,5,13,0,0,3,8,5,7,6,2,0,8,7,13,0.385,,0.375,2.4,0.9,0.5,0.4,2006,hodgeju01
Randy Holcomb,"Jan 6, '06, CHI @ MIL",26,1,4,11,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.0,,,2.8,0.5,0.3,0.0,2006,holcora01
Jarrett Jack,"Nov 2, '05, POR @ MIN",22,1,79,1599,189,428,20,76,128,160,18,160,219,41,2,102,138,526,0.442,0.263,0.8,20.2,6.7,2.0,2.8,2006,jackja01
Šarūnas Jasikevičius,"Nov 2, '05, IND @ ORL",29,1,75,1557,170,429,86,236,121,133,19,153,227,40,4,116,108,547,0.396,0.364,0.91,20.8,7.3,2.0,3.0,2006,jasiksa01
Amir Johnson,"Jan 24, '06, DET @ MIN",18,1,3,39,7,10,2,3,4,4,3,4,3,0,2,4,7,20,0.7,0.667,1.0,13.0,6.7,1.3,1.0,2006,johnsam01
Dwayne Jones,"Feb 10, '06, BOS vs. POR",22,1,14,87,4,10,0,0,6,13,10,31,2,1,3,3,14,14,0.4,,0.462,6.2,1.0,2.2,0.1,2006,jonesdw02
Linas Kleiza,"Nov 4, '05, DEN vs. POR",21,1,61,519,77,173,2,13,57,81,38,116,15,10,13,16,87,213,0.445,0.154,0.704,8.5,3.5,1.9,0.2,2006,kleizli01
Yaroslav Korolev,"Nov 4, '05, LAC vs. ATL",18,1,24,127,9,30,2,7,7,10,5,13,9,3,0,6,11,27,0.3,0.286,0.7,5.3,1.1,0.5,0.4,2006,korolya01
David Lee,"Nov 6, '05, NYK vs. GSW",22,1,67,1129,137,230,0,0,71,123,109,303,43,30,20,51,124,345,0.596,,0.577,16.9,5.1,4.5,0.6,2006,leeda02
John Lucas III,"Dec 31, '05, HOU vs. GSW",23,1,13,107,14,36,2,9,0,0,2,5,12,5,0,7,6,30,0.389,0.222,,8.2,2.3,0.4,0.9,2006,lucasjo02
Arvydas Macijauskas,"Nov 1, '05, NOK vs. SAC",26,1,19,135,14,41,3,12,13,15,3,10,5,7,0,8,10,44,0.341,0.25,0.867,7.1,2.3,0.5,0.3,2006,macijar01
Rawle Marshall,"Nov 19, '05, DAL vs. DET",23,1,23,241,24,60,1,3,22,29,8,31,10,8,7,15,17,71,0.4,0.333,0.759,10.5,3.1,1.3,0.4,2006,marshra01
Jason Maxiell,"Nov 2, '05, DET vs. PHI",22,1,26,159,23,54,0,0,14,42,12,28,3,4,5,11,14,60,0.426,,0.333,6.1,2.3,1.1,0.1,2006,maxieja01
Sean May,"Nov 2, '05, CHA @ CHI",21,1,23,398,70,171,0,5,49,64,42,109,22,17,12,33,58,189,0.409,0.0,0.766,17.3,8.2,4.7,1.0,2006,mayse01
Rashad McCants,"Nov 2, '05, MIN vs. POR",21,1,79,1362,241,535,67,180,78,106,29,143,63,44,22,86,176,627,0.45,0.372,0.736,17.2,7.9,1.8,0.8,2006,mccanra01
Aaron Miles,"Nov 2, '05, GSW vs. ATL",22,1,19,118,6,18,0,0,4,4,0,14,24,4,1,11,13,16,0.333,,1.0,6.2,0.8,0.7,1.3,2006,milesaa01
C.J. Miles,"Nov 14, '05, UTA vs. NYK",18,1,23,203,28,76,5,20,18,24,18,38,16,7,2,9,20,79,0.368,0.25,0.75,8.8,3.4,1.7,0.7,2006,milescj01
Sergei Monia,"Nov 5, '05, POR vs. ATL",22,1,26,343,29,87,9,34,10,14,11,52,19,7,5,12,41,77,0.333,0.265,0.714,13.2,3.0,2.0,0.7,2006,moniase01
Boniface N'Dong,"Nov 4, '05, LAC vs. ATL",28,1,23,152,22,53,0,1,6,9,15,37,7,2,5,6,23,50,0.415,0.0,0.667,6.6,2.2,1.6,0.3,2006,ndongbo01
Fabricio Oberto,"Nov 1, '05, SAS vs. DEN",30,1,59,490,44,93,0,2,15,27,57,123,27,9,11,28,91,103,0.473,0.0,0.556,8.3,1.7,2.1,0.5,2006,obertfa01
Andre Owens,"Nov 7, '05, UTA @ CHA",25,1,23,210,27,74,3,16,12,18,11,21,8,5,0,13,25,69,0.365,0.188,0.667,9.1,3.0,0.9,0.3,2006,owensan01
Chris Paul,"Nov 1, '05, NOK vs. SAC",20,1,78,2808,407,947,50,177,394,465,61,400,611,175,6,183,218,1258,0.43,0.282,0.847,36.0,16.1,5.1,7.8,2006,paulch01
Johan Petro,"Nov 2, '05, SEA vs. LAC",20,1,68,1282,153,300,0,0,47,75,109,296,15,25,51,60,213,353,0.51,,0.627,18.9,5.2,4.4,0.2,2006,petrojo01
Josh Powell,"Nov 15, '05, DAL vs. DEN",23,1,37,429,37,81,0,0,36,45,28,81,9,7,4,22,52,110,0.457,,0.8,11.6,3.0,2.2,0.2,2006,poweljo01
Ronnie Price,"Nov 1, '05, SAC @ NOK",22,1,29,150,21,58,6,27,12,12,5,15,11,6,0,10,10,60,0.362,0.222,1.0,5.2,2.1,0.5,0.4,2006,pricero01
Shavlik Randolph,"Nov 15, '05, PHI vs. TOR",22,1,57,487,44,97,0,0,43,71,55,133,19,19,12,21,83,131,0.454,,0.606,8.5,2.3,2.3,0.3,2006,randosh01
Anthony Roberson,"Nov 26, '05, MEM @ DAL",22,1,16,88,14,31,5,10,2,2,0,6,5,1,0,3,6,35,0.452,0.5,1.0,5.5,2.2,0.4,0.3,2006,roberan02
Lawrence Roberts,"Nov 2, '05, MEM vs. MIA",23,1,33,181,20,44,0,2,11,23,26,49,5,8,2,5,30,51,0.455,0.0,0.478,5.5,1.5,1.5,0.2,2006,roberla01
Nate Robinson,"Nov 2, '05, NYK @ BOS",21,1,72,1544,230,565,58,146,152,202,56,167,147,59,1,114,201,670,0.407,0.397,0.752,21.4,9.3,2.3,2.0,2006,robinna01
Melvin Sanders,"Nov 9, '05, SAS @ CHA",25,1,16,113,16,33,2,3,7,10,4,23,3,5,0,8,20,41,0.485,0.667,0.7,7.1,2.6,1.4,0.2,2006,sandeme01
Alex Scales,"Nov 19, '05, SAS vs. PHO",27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,2006,scaleal01
Luke Schenscher,"Mar 5, '06, CHI @ CLE",23,1,20,149,16,26,0,0,4,13,8,29,7,1,3,5,21,36,0.615,,0.308,7.5,1.8,1.5,0.4,2006,schenlu01
Wayne Simien,"Nov 2, '05, MIA @ MEM",22,1,43,414,58,120,0,0,30,34,38,88,7,13,1,24,70,146,0.483,,0.882,9.6,3.4,2.0,0.2,2006,simiewa01
James Singleton,"Nov 2, '05, LAC @ SEA",24,1,59,753,77,151,10,20,39,50,63,197,29,19,21,28,95,203,0.51,0.5,0.78,12.8,3.4,3.3,0.5,2006,singlja01
Salim Stoudamire,"Nov 2, '05, ATL @ GSW",23,1,61,1236,204,492,82,216,99,110,12,116,75,27,3,82,118,589,0.415,0.38,0.9,20.3,9.7,1.9,1.2,2006,stoudsa01
Chris Taft,"Nov 2, '05, GSW vs. ATL",20,1,17,144,23,38,0,0,1,6,19,36,2,2,7,2,25,47,0.605,,0.167,8.5,2.8,2.1,0.1,2006,taftch01
Donell Taylor,"Nov 9, '05, WAS vs. LAC",23,1,51,465,53,136,4,17,30,43,16,53,45,30,4,34,47,140,0.39,0.235,0.698,9.1,2.7,1.0,0.9,2006,taylodo01
Dijon Thompson,"Nov 30, '05, PHO vs. IND",22,1,10,43,11,25,4,11,2,2,4,11,1,3,1,2,6,28,0.44,0.364,1.0,4.3,2.8,1.1,0.1,2006,thompdi01
Ronny Turiaf,"Feb 8, '06, LAL @ HOU",23,1,23,161,15,30,0,0,15,27,11,37,8,3,10,7,30,45,0.5,,0.556,7.0,2.0,1.6,0.3,2006,turiaro01
Charlie Villanueva,"Nov 2, '05, TOR vs. WAS",21,1,81,2361,435,940,70,214,113,160,181,521,88,60,63,99,247,1053,0.463,0.327,0.706,29.1,13.0,6.4,1.1,2006,villach01
Von Wafer,"Nov 24, '05, LAL vs. SEA",20,1,16,73,6,38,2,17,6,8,5,8,4,3,0,1,12,20,0.158,0.118,0.75,4.6,1.3,0.5,0.3,2006,wafervo01
Matt Walsh,"Nov 2, '05, MIA @ MEM",23,1,2,3,1,1,0,0,0,2,0,0,0,0,0,1,0,2,1.0,,0.0,1.5,1.0,0.0,0.0,2006,walshma01
Hakim Warrick,"Nov 2, '05, MEM vs. MIA",23,1,68,724,101,228,0,0,76,115,43,144,30,14,21,56,113,278,0.443,,0.661,10.6,4.1,2.1,0.4,2006,warriha01
Martell Webster,"Nov 4, '05, POR @ DEN",19,1,61,1070,139,348,65,182,61,71,29,130,34,21,14,43,90,404,0.399,0.357,0.859,17.5,6.6,2.1,0.6,2006,webstma02
Robert Whaley,"Nov 14, '05, UTA vs. NYK",23,1,23,212,23,57,0,0,3,6,16,43,17,7,8,14,41,49,0.404,,0.5,9.2,2.1,1.9,0.7,2006,whalero01
Deron Williams,"Nov 2, '05, UTA vs. DAL",21,1,80,2307,339,805,91,219,95,135,35,194,359,60,17,145,233,864,0.421,0.416,0.704,28.8,10.8,2.4,4.5,2006,willide01
Lou Williams,"Nov 2, '05, PHI @ DET",19,1,30,145,23,52,2,9,8,13,3,19,10,5,0,13,13,56,0.442,0.222,0.615,4.8,1.9,0.6,0.3,2006,willilo02
Marvin Williams,"Nov 2, '05, ATL @ GSW",19,1,79,1952,235,531,13,53,189,253,122,383,63,48,24,83,227,672,0.443,0.245,0.747,24.7,8.5,4.8,0.8,2006,willima02
Antoine Wright,"Nov 23, '05, NJN @ SAC",21,1,39,370,29,81,1,15,11,22,8,30,12,4,3,21,42,70,0.358,0.067,0.5,9.5,1.8,0.8,0.3,2006,wrighan01
Bracey Wright,"Jan 24, '06, MIN vs. DET",21,1,7,135,21,51,6,17,14,16,3,18,5,1,0,8,8,62,0.412,0.353,0.875,19.3,8.9,2.6,0.7,2006,wrighbr02
Derrick Zimmerman,"Apr 18, '06, NJN @ PHI",24,1,2,32,2,3,0,0,0,0,1,4,7,0,0,4,4,4,0.667,,,16.0,2.0,2.0,3.5,2006,zimmede01
Hassan Adams,"Nov 1, '06, NJN vs. TOR",22,1,61,495,75,135,0,1,24,36,35,77,13,17,4,22,47,174,0.556,0.0,0.667,8.1,2.9,1.3,0.2,2007,adamsha01
Maurice Ager,"Nov 4, '06, DAL @ HOU",22,1,32,214,22,70,5,15,20,33,1,21,7,4,3,15,27,69,0.314,0.333,0.606,6.7,2.2,0.7,0.2,2007,agerma01
LaMarcus Aldridge,"Nov 12, '06, POR vs. DAL",21,1,63,1392,241,479,0,2,83,115,144,312,24,22,73,43,186,565,0.503,0.0,0.722,22.1,9.0,5.0,0.4,2007,aldrila01
Lou Amundson,"Feb 24, '07, UTA vs. BOS",24,1,11,89,6,15,0,0,4,10,13,28,1,1,8,5,15,16,0.4,,0.4,8.1,1.5,2.5,0.1,2007,amundlo01
Hilton Armstrong,"Nov 1, '06, NOK @ BOS",22,1,56,634,68,125,0,0,40,67,58,149,10,12,26,35,79,176,0.544,,0.597,11.3,3.1,2.7,0.2,2007,armsthi01
James Augustine,"Feb 2, '07, ORL vs. NJN",22,1,2,7,1,3,0,0,0,0,1,3,2,0,0,0,2,2,0.333,,,3.5,1.0,1.5,1.0,2007,augusja01
Kelenna Azubuike,"Jan 2, '07, GSW @ NOK",23,1,41,669,98,220,34,79,61,78,26,94,28,22,10,39,49,291,0.445,0.43,0.782,16.3,7.1,2.3,0.7,2007,azubuke01
Renaldo Balkman,"Nov 1, '06, NYK @ MEM",22,1,68,1064,139,275,5,27,51,90,97,294,44,57,44,49,146,334,0.505,0.185,0.567,15.6,4.9,4.3,0.6,2007,balkmre01
J.J. Barea,"Nov 4, '06, DAL @ HOU",22,1,33,191,28,78,6,21,16,24,7,25,24,1,1,14,19,78,0.359,0.286,0.667,5.8,2.4,0.8,0.7,2007,bareajo01
Andrea Bargnani,"Nov 1, '06, TOR @ NJN",21,1,65,1629,267,625,100,268,117,142,52,255,50,32,53,107,180,751,0.427,0.373,0.824,25.1,11.6,3.9,0.8,2007,bargnan01
Will Blalock,"Dec 16, '06, DET @ NJN",23,1,14,166,9,30,1,5,6,6,6,15,17,5,0,12,9,25,0.3,0.2,1.0,11.9,1.8,1.1,1.2,2007,blalowi01
Josh Boone,"Dec 2, '06, NJN vs. PHI",22,1,61,669,99,171,0,0,56,103,64,176,10,11,21,33,94,254,0.579,,0.544,11.0,4.2,2.9,0.2,2007,boonejo01
Cedric Bozeman,"Nov 1, '06, ATL @ PHI",23,1,23,199,11,39,2,13,2,6,3,23,9,5,2,9,32,26,0.282,0.154,0.333,8.7,1.1,1.0,0.4,2007,bozemce01
Ronnie Brewer,"Nov 1, '06, UTA vs. HOU",21,1,56,675,102,193,0,9,56,83,37,75,24,37,6,24,44,260,0.528,0.0,0.675,12.1,4.6,1.3,0.4,2007,brewero02
Andre Brown,"Jan 5, '07, SEA vs. NYK",25,1,38,271,42,74,0,1,9,15,26,74,2,6,4,29,26,93,0.568,0.0,0.6,7.1,2.4,1.9,0.1,2007,brownan01
Dee Brown,"Nov 4, '06, UTA vs. GSW",22,1,49,450,32,98,6,28,24,37,8,40,83,22,7,31,51,94,0.327,0.214,0.649,9.2,1.9,0.8,1.7,2007,brownde03
Shannon Brown,"Nov 7, '06, CLE vs. ATL",21,1,23,202,28,74,7,25,10,14,6,21,10,7,3,14,24,73,0.378,0.28,0.714,8.8,3.2,0.9,0.4,2007,brownsh01
Rodney Carney,"Nov 1, '06, PHI vs. ATL",22,1,67,1169,182,392,25,72,53,87,39,128,26,38,23,43,118,442,0.464,0.347,0.609,17.4,6.6,1.9,0.4,2007,carnero01
Mardy Collins,"Nov 1, '06, NYK @ MEM",22,1,52,777,87,228,13,47,48,82,28,104,83,32,3,57,75,235,0.382,0.277,0.585,14.9,4.5,2.0,1.6,2007,collima01
Will Conroy,"Jan 31, '07, MEM vs. DAL",24,1,7,52,0,3,0,0,0,4,3,7,9,0,0,2,7,0,0.0,,0.0,7.4,0.0,1.0,1.3,2007,conrowi01
Paul Davis,"Nov 2, '06, LAC vs. DEN",22,1,31,180,22,52,0,0,7,10,21,44,7,6,5,8,28,51,0.423,,0.7,5.8,1.6,1.4,0.2,2007,davispa01
Yakhouba Diawara,"Nov 2, '06, DEN @ LAC",24,1,64,1177,100,292,49,170,35,53,27,110,55,30,7,37,132,284,0.342,0.288,0.66,18.4,4.4,1.7,0.9,2007,diawaya01
Quincy Douby,"Nov 12, '06, SAC vs. TOR",22,1,42,359,48,126,12,50,11,15,11,37,15,15,4,15,21,119,0.381,0.24,0.733,8.5,2.8,0.9,0.4,2007,doubyqu01
Jordan Farmar,"Oct 31, '06, LAL vs. PHO",20,1,72,1090,124,294,45,137,27,38,22,119,137,44,7,73,77,320,0.422,0.328,0.711,15.1,4.4,1.7,1.9,2007,farmajo01
Desmon Farmer,"Nov 18, '06, SEA @ GSW",25,1,8,32,5,15,2,8,1,1,0,1,9,1,0,1,2,13,0.333,0.25,1.0,4.0,1.6,0.1,1.1,2007,farmede01
Randy Foye,"Nov 1, '06, MIN vs. SAC",23,1,82,1879,300,691,68,185,164,192,49,218,232,53,21,152,184,832,0.434,0.368,0.854,22.9,10.1,2.7,2.8,2007,foyera01
Jorge Garbajosa,"Nov 1, '06, TOR @ NJN",29,1,67,1909,222,529,66,193,57,78,48,330,125,78,15,64,90,567,0.42,0.342,0.731,28.5,8.5,4.9,1.9,2007,garbajo01
Rudy Gay,"Nov 1, '06, MEM vs. NYK",20,1,78,2103,321,760,52,143,152,209,93,348,100,71,74,140,192,846,0.422,0.364,0.727,27.0,10.8,4.5,1.3,2007,gayru01
Mickaël Gelabale,"Nov 1, '06, SEA vs. POR",23,1,70,1239,122,264,11,47,66,82,59,173,56,24,22,49,108,321,0.462,0.234,0.805,17.7,4.6,2.5,0.8,2007,gelabmi01
Daniel Gibson,"Nov 15, '06, CLE vs. POR",20,1,60,988,98,231,52,124,28,39,28,92,69,23,8,44,94,276,0.424,0.419,0.718,16.5,4.6,1.5,1.2,2007,gibsoda01
Andreas Glyniadakis,"Nov 10, '06, SEA @ CHA",25,1,13,81,8,17,0,0,1,2,2,8,1,0,0,9,19,17,0.471,,0.5,6.2,1.3,0.6,0.1,2007,glynian01
Lynn Greer,"Jan 8, '07, MIL @ DEN",27,1,41,432,61,141,18,52,27,32,2,27,53,17,1,18,32,167,0.433,0.346,0.844,10.5,4.1,0.7,1.3,2007,greerly01
Mike Hall,"Apr 3, '07, WAS @ CHA",22,1,2,13,1,4,0,0,0,0,1,2,1,0,0,0,1,2,0.25,,,6.5,1.0,1.0,0.5,2007,hallmi01
Walter Herrmann,"Nov 10, '06, CHA vs. SEA",27,1,48,936,174,330,53,115,41,53,28,139,26,17,7,32,76,442,0.527,0.461,0.774,19.5,9.2,2.9,0.5,2007,herrmwa01
Robert Hite,"Oct 31, '06, MIA vs. CHI",23,1,12,136,19,60,5,23,8,12,4,16,8,3,2,6,8,51,0.317,0.217,0.667,11.3,4.3,1.3,0.7,2007,hitero01
Ryan Hollins,"Jan 17, '07, CHA vs. NJN",22,1,27,185,20,36,0,0,24,40,11,31,1,4,7,16,40,64,0.556,,0.6,6.9,2.4,1.1,0.0,2007,holliry01
Mile Ilić,"Nov 1, '06, NJN vs. TOR",22,1,5,6,0,3,0,0,0,0,0,1,0,0,0,3,1,0,0.0,,,1.2,0.0,0.2,0.0,2007,ilicmi01
Ersan İlyasova,"Nov 1, '06, MIL @ DET",19,1,66,973,139,363,54,148,70,89,58,189,49,27,17,51,147,402,0.383,0.365,0.787,14.7,6.1,2.9,0.7,2007,ilyaser01
Alexander Johnson,"Nov 1, '06, MEM vs. NYK",23,1,59,753,91,169,0,0,78,118,50,181,17,25,35,47,137,260,0.538,,0.661,12.8,4.4,3.1,0.3,2007,johnsal01
Bobby Jones,"Nov 15, '06, PHI @ SEA",23,1,44,336,43,93,1,9,23,41,22,57,16,11,1,18,59,110,0.462,0.111,0.561,7.6,2.5,1.3,0.4,2007,jonesbo02
Solomon Jones,"Nov 1, '06, ATL @ PHI",22,1,58,666,65,128,0,1,59,75,49,136,11,11,42,25,124,189,0.508,0.0,0.787,11.5,3.3,2.3,0.2,2007,jonesso01
Tarence Kinsey,"Dec 8, '06, MEM @ MIL",22,1,48,967,139,304,13,46,78,98,29,97,41,53,1,46,57,369,0.457,0.283,0.796,20.1,7.7,2.0,0.9,2007,kinseta01
James Lang,"Nov 28, '06, WAS vs. ATL",23,1,11,55,4,9,0,0,3,5,5,11,2,0,3,2,14,11,0.444,,0.6,5.0,1.0,1.0,0.2,2007,langja01
Kyle Lowry,"Nov 1, '06, MEM vs. NYK",20,1,10,175,14,38,3,8,25,28,12,31,32,14,1,12,20,56,0.368,0.375,0.893,17.5,5.6,3.1,3.2,2007,lowryky01
Renaldo Major,"Jan 17, '07, GSW @ LAC",24,1,1,27,2,10,0,0,1,2,0,2,0,2,0,1,4,5,0.2,,0.5,27.0,5.0,2.0,0.0,2007,majorre01
Damir Markota,"Nov 3, '06, MIL @ TOR",21,1,30,170,19,52,6,16,7,11,11,31,6,3,1,15,22,51,0.365,0.375,0.636,5.7,1.7,1.0,0.2,2007,markoda01
Chris McCray,"Nov 15, '06, MIL @ NJN",22,1,5,12,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0.0,,,2.4,0.0,0.0,0.0,2007,mccrach01
Ivan McFarlin,"Nov 7, '06, PHI @ IND",24,1,11,41,5,13,0,1,5,7,7,11,1,0,0,1,8,15,0.385,0.0,0.714,3.7,1.4,1.0,0.1,2007,mcfariv01
Pops Mensah-Bonsu,"Nov 21, '06, DAL vs. WAS",23,1,12,71,11,17,0,0,7,18,9,21,0,1,0,9,8,29,0.647,,0.389,5.9,2.4,1.8,0.0,2007,mensapo01
Paul Millsap,"Nov 1, '06, UTA vs. HOU",21,1,82,1472,209,398,1,3,140,208,183,423,62,67,74,94,236,559,0.525,0.333,0.673,18.0,6.8,5.2,0.8,2007,millspa01
Randolph Morris,"Mar 28, '07, NYK vs. CLE",21,1,5,44,1,6,0,0,2,6,1,9,1,2,1,2,4,4,0.167,,0.333,8.8,0.8,1.8,0.2,2007,morrira01
Adam Morrison,"Nov 1, '06, CHA vs. IND",22,1,78,2326,355,944,87,258,120,169,54,230,163,28,6,130,179,917,0.376,0.337,0.71,29.8,11.8,2.9,2.1,2007,morriad01
David Noel,"Nov 3, '06, MIL @ TOR",22,1,68,792,65,177,17,53,37,43,42,123,65,25,9,40,77,184,0.367,0.321,0.86,11.6,2.7,1.8,1.0,2007,noelda01
Steve Novak,"Nov 1, '06, HOU @ UTA",23,1,35,191,18,50,13,39,2,2,4,26,6,5,0,4,21,51,0.36,0.333,1.0,5.5,1.5,0.7,0.2,2007,novakst01
Patrick O'Bryant,"Nov 1, '06, GSW vs. LAL",20,1,16,119,10,32,0,0,11,17,7,21,9,6,8,8,26,31,0.313,,0.647,7.4,1.9,1.3,0.6,2007,obryapa01
Kevinn Pinkney,"Apr 4, '07, BOS @ MIL",23,1,6,100,12,27,1,2,6,9,7,15,5,3,3,4,12,31,0.444,0.5,0.667,16.7,5.2,2.5,0.8,2007,pinknke01
Leon Powe,"Nov 13, '06, BOS vs. ORL",23,1,63,720,79,177,0,2,106,144,97,215,10,14,22,47,104,264,0.446,0.0,0.736,11.4,4.2,3.4,0.2,2007,powele01
Roger Powell,"Nov 14, '06, UTA vs. LAC",24,1,3,13,0,3,0,1,2,2,3,3,0,0,0,3,2,2,0.0,0.0,1.0,4.3,0.7,1.0,0.0,2007,powelro01
